company_name,industry,customer_country,customer_city,segment,contract_type,driver_name,license_type,experience_years,driver_rating,driver_country,plate_number,vehicle_type,capacity_kg,manufacture_year,mileage_km,origin_city,destination_city,distance_km,region,route_type,weight_kg,cost_usd,fuel_consumed_liters,planned_duration_hrs,actual_duration_hrs,delay_minutes,is_delayed,status,weather_condition,temperature_celsius,wind_speed_kmh,scheduled_pickup,actual_pickup,scheduled_delivery,actual_delivery,date
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Juan Garcia,CE,7,4.5,Spain,VAN-004,Van,3000,2022,20000,Istanbul,Vienna,1611,Europe,Road,2433.54,2553.5,485.15,20.14,20.52,23,True,delayed,Clear,9.6,13.0,2026-04-12T07:00:00.379989,2026-04-12T07:04:00.379989,2026-04-13T03:08:24.379989,2026-04-13T03:31:24.379989,2026-04-12
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Marie Dupont,C,5,4.2,France,TRK-005,Truck,18000,2019,120000,Amsterdam,Brussels,179,Europe,Road,10649.92,305.19,49.43,2.24,2.51,16,False,on_time,Clear,10.6,9.3,2026-04-12T13:00:00.656035,2026-04-12T13:10:00.656035,2026-04-12T15:14:24.656035,2026-04-12T15:30:24.656035,2026-04-12
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Pierre Martin,CE,15,4.8,France,MCY-006,Motorcycle,500,2023,8000,Cairo,Dubai,2721,Middle East,Road,324.05,4083.87,1091.42,34.01,33.96,-3,False,on_time,Clear,21.3,20.4,2026-04-12T10:00:00.897892,2026-04-12T10:15:00.897892,2026-04-13T20:00:36.897892,2026-04-13T19:57:36.897892,2026-04-12
Siemens AG,Tech,Germany,Berlin,Enterprise,Annual,Ahmed Hassan,CE,8,4.7,Morocco,TRK-003,Truck,25000,2015,280000,Cairo,Dubai,2721,Middle East,Road,3538.9,3602.54,1181.83,34.01,34.31,18,False,on_time,Clear,21.3,20.4,2026-04-12T08:00:00.171861,2026-04-12T07:57:00.171861,2026-04-13T18:00:36.171861,2026-04-13T18:18:36.171861,2026-04-12
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Yusuf Al-Amin,C,4,4.0,UAE,VAN-002,Van,3500,2021,45000,Dubai,Cairo,2721,Middle East,Road,2570.15,5471.85,938.71,34.01,34.41,24,False,on_time,Cloudy,24.9,5.4,2026-04-12T08:00:00.495140,2026-04-12T07:56:00.495140,2026-04-13T18:00:36.495140,2026-04-13T18:24:36.495140,2026-04-12
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Pierre Martin,CE,15,4.8,France,MCY-006,Motorcycle,500,2023,8000,Casablanca,Tunis,2003,Africa,Road,393.54,4963.26,701.1,25.04,25.52,29,False,on_time,Cloudy,15.0,11.1,2026-04-12T06:00:00.902767,2026-04-12T06:16:00.902767,2026-04-13T07:02:24.902767,2026-04-13T07:31:24.902767,2026-04-12
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Yusuf Al-Amin,C,4,4.0,UAE,TRK-003,Truck,25000,2015,280000,Cairo,Dubai,2721,Middle East,Road,21868.74,3345.16,1209.63,34.01,33.86,-9,False,on_time,Clear,21.3,20.4,2026-04-12T09:00:00.140845,2026-04-12T09:05:00.140845,2026-04-13T19:00:36.140845,2026-04-13T18:51:36.140845,2026-04-12
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Ahmed Hassan,CE,8,4.7,Morocco,VAN-004,Van,3000,2022,20000,Madrid,Lisbon,632,Europe,Road,282.45,962.69,252.61,7.9,8.13,14,False,on_time,Cloudy,12.3,16.7,2026-04-12T11:00:00.378013,2026-04-12T10:59:00.378013,2026-04-12T18:54:00.378013,2026-04-12T19:08:00.378013,2026-04-12
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Pierre Martin,CE,15,4.8,France,VAN-002,Van,3500,2021,45000,Istanbul,Vienna,1611,Europe,Road,2514.79,3431.7,705.58,20.14,20.46,19,False,on_time,Clear,9.6,13.0,2026-04-12T07:00:00.630828,2026-04-12T07:04:00.630828,2026-04-13T03:08:24.630828,2026-04-13T03:27:24.630828,2026-04-12
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Ahmed Hassan,CE,8,4.7,Morocco,VAN-002,Van,3500,2021,45000,Amsterdam,Brussels,179,Europe,Road,1764.52,436.2,64.14,2.24,2.42,11,False,on_time,Clear,10.6,9.3,2026-04-12T12:00:00.923289,2026-04-12T12:08:00.923289,2026-04-12T14:14:24.923289,2026-04-12T14:25:24.923289,2026-04-12
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Sara Ali,B,3,3.8,Egypt,TRK-005,Truck,18000,2019,120000,Amsterdam,Brussels,179,Europe,Road,12593.48,338.19,62.33,2.24,2.61,22,False,on_time,Clear,10.6,9.3,2026-04-12T06:00:00.178226,2026-04-12T06:03:00.178226,2026-04-12T08:14:24.178226,2026-04-12T08:36:24.178226,2026-04-12
