company_name,industry,customer_country,customer_city,segment,contract_type,driver_name,license_type,experience_years,driver_rating,driver_country,plate_number,vehicle_type,capacity_kg,manufacture_year,mileage_km,origin_city,destination_city,distance_km,region,route_type,weight_kg,cost_usd,fuel_consumed_liters,planned_duration_hrs,actual_duration_hrs,delay_minutes,is_delayed,status,weather_condition,temperature_celsius,wind_speed_kmh,scheduled_pickup,actual_pickup,scheduled_delivery,actual_delivery,date
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Amina Benali,C,2,3.5,Morocco,TRK-003,Truck,25000,2015,280000,Casablanca,Tunis,2003,Africa,Road,20037.84,4484.43,606.2,25.04,25.19,9,False,on_time,Cloudy,16.8,11.1,2026-04-13T10:00:00.728232,2026-04-13T10:19:00.728232,2026-04-14T11:02:24.728232,2026-04-14T11:11:24.728232,2026-04-13
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Klaus Weber,CE,12,4.9,Germany,MCY-006,Motorcycle,500,2023,8000,Berlin,Warsaw,845,Europe,Road,381.65,1123.06,330.25,10.56,10.86,18,False,on_time,Clear,14.0,24.1,2026-04-13T12:00:00.066513,2026-04-13T11:59:00.066513,2026-04-13T22:33:36.066513,2026-04-13T22:51:36.066513,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Pierre Martin,CE,15,4.8,France,VAN-008,Van,4000,2020,80000,Cairo,Dubai,2721,Middle East,Road,475.54,4662.65,888.79,34.01,34.76,45,True,delayed,Clear,27.3,7.4,2026-04-13T06:00:00.313713,2026-04-13T05:55:00.313713,2026-04-14T16:00:36.313713,2026-04-14T16:45:36.313713,2026-04-13
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Juan Garcia,CE,7,4.5,Spain,VAN-004,Van,3000,2022,20000,Amsterdam,Brussels,179,Europe,Road,1764.39,299.68,55.24,2.24,3.47,74,True,delayed,Cloudy,13.8,9.3,2026-04-13T06:00:00.568496,2026-04-13T06:16:00.568496,2026-04-13T08:14:24.568496,2026-04-13T09:28:24.568496,2026-04-13
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Ahmed Hassan,CE,8,4.7,Morocco,MCY-006,Motorcycle,500,2023,8000,Casablanca,Tunis,2003,Africa,Road,427.35,2627.99,608.03,25.04,25.26,13,True,delayed,Cloudy,16.8,11.1,2026-04-13T11:00:00.820040,2026-04-13T11:15:00.820040,2026-04-14T12:02:24.820040,2026-04-14T12:15:24.820040,2026-04-13
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Sara Ali,B,3,3.8,Egypt,MCY-006,Motorcycle,500,2023,8000,Dubai,Cairo,2721,Middle East,Road,237.22,6167.61,688.31,34.01,34.38,22,False,on_time,Cloudy,25.4,14.0,2026-04-13T09:00:00.064827,2026-04-13T08:59:00.064827,2026-04-14T19:00:36.064827,2026-04-14T19:22:36.064827,2026-04-13
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Marie Dupont,C,5,4.2,France,VAN-002,Van,3500,2021,45000,London,Paris,402,Europe,Road,565.96,995.38,116.12,5.03,5.3,16,True,delayed,Cloudy,12.6,13.0,2026-04-13T10:00:00.344723,2026-04-13T10:05:00.344723,2026-04-13T15:01:48.344723,2026-04-13T15:17:48.344723,2026-04-13
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Ahmed Hassan,CE,8,4.7,Morocco,TRK-001,Truck,20000,2018,150000,Amsterdam,Brussels,179,Europe,Road,15517.74,408.09,70.86,2.24,2.36,7,True,delayed,Cloudy,13.8,9.3,2026-04-13T11:00:00.590273,2026-04-13T11:00:00.590273,2026-04-13T13:14:24.590273,2026-04-13T13:21:24.590273,2026-04-13
Siemens AG,Tech,Germany,Berlin,Enterprise,Annual,Klaus Weber,CE,12,4.9,Germany,MCY-006,Motorcycle,500,2023,8000,Madrid,Lisbon,632,Europe,Road,314.27,1312.12,267.79,7.9,8.08,11,False,on_time,Cloudy,13.4,24.1,2026-04-13T07:00:00.857577,2026-04-13T07:06:00.857577,2026-04-13T14:54:00.857577,2026-04-13T15:05:00.857577,2026-04-13
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Klaus Weber,CE,12,4.9,Germany,TRK-001,Truck,20000,2018,150000,Amsterdam,Brussels,179,Europe,Road,16298.76,385.42,72.8,2.24,3.42,71,True,delayed,Cloudy,13.8,9.3,2026-04-13T07:00:00.102740,2026-04-13T07:07:00.102740,2026-04-13T09:14:24.102740,2026-04-13T10:25:24.102740,2026-04-13
